Host,Hop,Loss%,Snt,Last,Avg,Best,Wrst,StDev
dga.pragmaticplaylive.net,8.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,9.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,10.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,11.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,12.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,13.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,14.0,0.0,10.0,22.35,338.21,21.24,1162.7,372.93
dga.pragmaticplaylive.net,15.0,0.0,9.0,23.89,280.31,21.27,895.33,350.94
dga.pragmaticplaylive.net,1.0,0.0,10.0,4.59,9.88,3.92,40.36,10.94
dga.pragmaticplaylive.net,2.0,0.0,10.0,4.03,5.71,3.73,17.35,4.13
dga.pragmaticplaylive.net,3.0,0.0,10.0,5.0,5.6,3.91,9.12,1.55
dga.pragmaticplaylive.net,4.0,0.0,10.0,17.09,19.75,15.49,48.94,10.27
dga.pragmaticplaylive.net,5.0,0.0,10.0,28.03,36.49,25.87,112.36,26.71
dga.pragmaticplaylive.net,6.0,10.0,10.0,37.93,37.6,26.04,73.76,15.58
dga.pragmaticplaylive.net,7.0,0.0,10.0,27.57,60.87,26.77,326.23,93.39
dga.pragmaticplaylive.net,8.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,9.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,10.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,11.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,12.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,13.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,14.0,0.0,10.0,21.41,24.19,21.41,39.37,5.38
dga.pragmaticplaylive.net,15.0,0.0,10.0,22.84,22.65,21.29,25.19,1.16
dga.pragmaticplaylive.net,1.0,0.0,10.0,4.38,36.8,4.38,316.89,98.42
dga.pragmaticplaylive.net,2.0,0.0,10.0,4.99,29.3,3.86,248.8,77.13
dga.pragmaticplaylive.net,3.0,0.0,10.0,42.06,26.35,3.7,182.44,56.09
dga.pragmaticplaylive.net,4.0,0.0,10.0,16.83,28.83,15.06,125.58,34.23
dga.pragmaticplaylive.net,5.0,0.0,10.0,27.38,31.28,26.38,68.14,12.98
dga.pragmaticplaylive.net,6.0,0.0,10.0,26.45,29.95,26.1,52.64,8.04
dga.pragmaticplaylive.net,7.0,0.0,10.0,29.84,31.55,27.15,60.0,10.06
dga.pragmaticplaylive.net,8.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,9.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,10.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,11.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,12.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,13.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,14.0,10.0,10.0,22.34,23.37,21.71,29.07,2.28
dga.pragmaticplaylive.net,15.0,10.0,10.0,22.48,24.67,21.65,40.91,6.13
dga.pragmaticplaylive.net,1.0,0.0,10.0,303.94,2243.38,4.11,6029.45,2242.19
dga.pragmaticplaylive.net,2.0,0.0,10.0,238.75,2190.06,3.73,5963.14,2227.85
dga.pragmaticplaylive.net,3.0,0.0,10.0,177.93,2137.31,4.16,5897.27,2212.6
dga.pragmaticplaylive.net,4.0,0.0,10.0,119.26,2107.6,14.49,5831.26,2183.97
dga.pragmaticplaylive.net,5.0,0.0,10.0,64.95,2130.41,25.65,5763.87,2207.34
dga.pragmaticplaylive.net,6.0,0.0,10.0,27.06,2082.38,25.43,5696.72,2190.86
dga.pragmaticplaylive.net,7.0,0.0,10.0,595.08,2100.17,26.47,5629.8,2106.74
dga.pragmaticplaylive.net,8.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,9.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,10.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,11.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,12.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,13.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,14.0,0.0,10.0,134.71,1773.99,20.93,5159.7,1970.03
dga.pragmaticplaylive.net,15.0,0.0,10.0,70.81,1725.02,20.74,5094.66,1956.11
dga.pragmaticplaylive.net,1.0,0.0,10.0,41.39,12.07,4.47,41.39,14.09
dga.pragmaticplaylive.net,2.0,0.0,10.0,4.21,7.18,3.98,26.56,6.94
dga.pragmaticplaylive.net,3.0,0.0,10.0,12.16,6.47,4.02,12.16,2.43
dga.pragmaticplaylive.net,4.0,0.0,10.0,63.39,21.23,15.11,63.39,15.01
dga.pragmaticplaylive.net,5.0,0.0,10.0,26.42,29.5,26.02,41.53,5.36
dga.pragmaticplaylive.net,6.0,0.0,10.0,53.11,36.54,26.31,92.11,21.16
dga.pragmaticplaylive.net,7.0,0.0,10.0,72.16,40.9,27.43,81.44,20.39
dga.pragmaticplaylive.net,8.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,9.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,10.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,11.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,12.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,13.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,14.0,0.0,10.0,95.15,43.77,21.73,121.93,36.03
dga.pragmaticplaylive.net,15.0,0.0,10.0,68.77,40.37,21.98,104.98,29.78
dga.pragmaticplaylive.net,1.0,0.0,10.0,2974.36,982.93,4.09,3391.03,1538.56
dga.pragmaticplaylive.net,2.0,0.0,10.0,2907.37,955.09,3.98,3323.56,1511.31
dga.pragmaticplaylive.net,3.0,10.0,10.0,3850.57,893.94,3.83,4128.81,1756.54
dga.pragmaticplaylive.net,4.0,0.0,10.0,3407.88,1139.95,14.63,4061.25,1808.97
dga.pragmaticplaylive.net,5.0,0.0,10.0,3340.62,1126.9,26.14,3994.86,1771.97
dga.pragmaticplaylive.net,6.0,0.0,10.0,3271.7,1108.21,26.79,3928.13,1738.29
dga.pragmaticplaylive.net,7.0,0.0,10.0,3204.05,1087.45,26.84,3861.12,1706.38
dga.pragmaticplaylive.net,8.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,9.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,10.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,11.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,12.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,13.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,14.0,0.0,10.0,2732.98,1321.55,21.77,3524.82,1622.43
dga.pragmaticplaylive.net,15.0,0.0,10.0,2665.59,1286.53,21.4,3458.68,1593.98
dga.pragmaticplaylive.net,1.0,0.0,10.0,15.18,212.27,3.81,1368.29,455.19
dga.pragmaticplaylive.net,2.0,0.0,10.0,4.23,196.56,3.59,1320.02,437.47
dga.pragmaticplaylive.net,3.0,0.0,10.0,4.21,190.45,3.85,1272.46,414.8
dga.pragmaticplaylive.net,4.0,0.0,10.0,16.22,182.23,14.87,1223.78,393.03
dga.pragmaticplaylive.net,5.0,0.0,10.0,28.13,179.49,25.68,1176.12,369.76
dga.pragmaticplaylive.net,6.0,0.0,10.0,33.73,171.13,25.64,1127.71,349.7
dga.pragmaticplaylive.net,7.0,0.0,10.0,48.86,161.68,26.71,1079.46,331.01
dga.pragmaticplaylive.net,8.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,9.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,10.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,11.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,12.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,13.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,14.0,0.0,10.0,23.37,170.21,21.11,777.66,310.37
dga.pragmaticplaylive.net,15.0,0.0,10.0,35.52,180.02,21.04,854.05,324.2
dga.pragmaticplaylive.net,1.0,10.0,10.0,1125.66,631.62,4.19,2134.23,837.76
dga.pragmaticplaylive.net,2.0,0.0,10.0,1058.29,833.35,3.53,2067.18,807.36
dga.pragmaticplaylive.net,3.0,0.0,10.0,990.74,1003.19,3.9,3004.89,1069.22
dga.pragmaticplaylive.net,4.0,0.0,10.0,923.45,1035.54,14.89,2937.77,1118.44
dga.pragmaticplaylive.net,5.0,0.0,10.0,855.55,1001.07,26.25,2870.86,1085.69
dga.pragmaticplaylive.net,6.0,0.0,10.0,789.37,979.77,27.22,2803.86,1043.13
dga.pragmaticplaylive.net,7.0,0.0,10.0,722.38,940.88,26.67,2736.93,1016.66
dga.pragmaticplaylive.net,8.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,9.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,10.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,11.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,12.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,13.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,14.0,0.0,10.0,250.94,655.2,21.29,2266.65,852.89
dga.pragmaticplaylive.net,15.0,0.0,10.0,183.63,626.55,21.19,2201.62,821.91
dga.pragmaticplaylive.net,1.0,0.0,10.0,4.03,70.06,4.03,366.65,137.28
dga.pragmaticplaylive.net,2.0,0.0,10.0,6.86,67.6,3.74,296.35,109.02
dga.pragmaticplaylive.net,3.0,0.0,10.0,4.2,47.05,3.92,230.27,79.95
dga.pragmaticplaylive.net,4.0,0.0,10.0,15.15,40.42,14.54,170.34,51.48
dga.pragmaticplaylive.net,5.0,0.0,10.0,26.57,40.38,25.85,114.77,28.13
dga.pragmaticplaylive.net,6.0,0.0,10.0,43.86,40.67,26.22,67.11,15.81
dga.pragmaticplaylive.net,7.0,0.0,10.0,26.42,30.44,26.42,44.33,7.05
dga.pragmaticplaylive.net,8.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,9.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,10.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,11.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,12.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,13.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,14.0,0.0,10.0,22.0,27.57,21.37,77.77,17.64
dga.pragmaticplaylive.net,15.0,0.0,10.0,21.36,45.81,20.84,228.14,64.54
dga.pragmaticplaylive.net,1.0,0.0,10.0,4.61,14.28,2.92,76.27,22.44
dga.pragmaticplaylive.net,2.0,0.0,10.0,5.03,20.54,3.74,102.55,33.1
dga.pragmaticplaylive.net,3.0,0.0,10.0,4.2,14.04,3.93,67.27,21.37
dga.pragmaticplaylive.net,4.0,0.0,10.0,15.61,20.1,14.7,52.44,11.56
dga.pragmaticplaylive.net,5.0,0.0,10.0,36.79,39.15,26.01,80.05,18.42
dga.pragmaticplaylive.net,6.0,0.0,10.0,112.14,38.0,25.96,112.14,26.42
dga.pragmaticplaylive.net,7.0,0.0,10.0,83.75,44.12,26.43,101.95,27.71
dga.pragmaticplaylive.net,8.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,9.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,10.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,11.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,12.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,13.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,14.0,0.0,10.0,22.02,31.39,21.34,81.77,19.96
dga.pragmaticplaylive.net,15.0,0.0,10.0,22.24,30.63,21.03,83.04,19.04
dga.pragmaticplaylive.net,1.0,0.0,10.0,5.81,5.91,4.57,8.46,1.32
dga.pragmaticplaylive.net,2.0,0.0,10.0,4.22,4.83,3.83,6.53,0.99
dga.pragmaticplaylive.net,3.0,0.0,10.0,5.1,7.91,4.0,27.86,7.08
dga.pragmaticplaylive.net,4.0,0.0,10.0,17.36,16.92,15.3,20.71,1.82
dga.pragmaticplaylive.net,5.0,0.0,10.0,28.02,29.19,26.22,41.69,4.65
dga.pragmaticplaylive.net,6.0,0.0,10.0,26.49,32.54,26.06,53.48,9.98
dga.pragmaticplaylive.net,7.0,0.0,10.0,31.21,29.24,26.75,32.84,1.98
dga.pragmaticplaylive.net,8.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,9.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,10.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,11.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,12.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,13.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,14.0,0.0,10.0,22.85,32.39,21.8,120.4,30.93
dga.pragmaticplaylive.net,15.0,0.0,10.0,21.43,29.58,21.22,63.09,14.88
dga.pragmaticplaylive.net,1.0,0.0,10.0,4.58,187.44,4.08,1611.16,504.18
dga.pragmaticplaylive.net,2.0,0.0,10.0,3.92,169.73,3.92,1510.95,473.0
dga.pragmaticplaylive.net,3.0,0.0,10.0,4.67,151.34,3.88,1410.91,442.94
dga.pragmaticplaylive.net,4.0,0.0,10.0,15.8,145.88,15.31,1310.05,409.05
dga.pragmaticplaylive.net,5.0,0.0,10.0,28.94,153.43,26.6,1209.54,371.72
dga.pragmaticplaylive.net,6.0,0.0,10.0,25.61,182.32,25.61,1110.19,357.2
dga.pragmaticplaylive.net,7.0,0.0,10.0,44.08,211.78,26.85,1009.43,385.42
dga.pragmaticplaylive.net,8.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,9.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,10.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,11.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,12.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,13.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,14.0,0.0,10.0,21.51,90.48,21.51,381.52,135.09
dga.pragmaticplaylive.net,15.0,0.0,9.0,21.78,56.28,21.61,312.95,96.31
dga.pragmaticplaylive.net,1.0,0.0,10.0,5.05,4.98,4.02,6.61,0.79
dga.pragmaticplaylive.net,2.0,0.0,10.0,4.29,5.73,4.29,9.42,1.5
dga.pragmaticplaylive.net,3.0,0.0,10.0,4.28,10.08,4.12,29.0,9.82
dga.pragmaticplaylive.net,4.0,0.0,10.0,17.49,15.95,14.89,17.49,0.73
dga.pragmaticplaylive.net,5.0,0.0,10.0,26.98,27.86,26.71,30.85,1.34
dga.pragmaticplaylive.net,6.0,0.0,10.0,54.66,32.9,26.47,54.66,8.45
dga.pragmaticplaylive.net,7.0,0.0,10.0,28.16,29.17,26.75,34.88,2.99
dga.pragmaticplaylive.net,8.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,9.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,10.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,11.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,12.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,13.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,14.0,0.0,10.0,21.54,26.24,21.54,43.75,7.71
dga.pragmaticplaylive.net,15.0,0.0,10.0,21.86,25.22,21.14,54.7,10.37
dga.pragmaticplaylive.net,1.0,0.0,10.0,1738.6,2482.94,6.28,4470.09,1479.99
dga.pragmaticplaylive.net,2.0,0.0,10.0,1671.32,2454.57,5.81,4402.48,1445.53
dga.pragmaticplaylive.net,3.0,0.0,10.0,1604.33,2426.27,4.41,4623.09,1485.51
dga.pragmaticplaylive.net,4.0,0.0,10.0,1537.14,2374.36,25.0,4557.48,1473.41
dga.pragmaticplaylive.net,5.0,0.0,10.0,1469.93,2320.4,26.43,4490.24,1465.29
dga.pragmaticplaylive.net,6.0,0.0,10.0,1403.32,2266.24,26.69,4423.2,1457.13
dga.pragmaticplaylive.net,7.0,0.0,10.0,1335.71,2678.35,28.88,5050.4,1543.85
dga.pragmaticplaylive.net,8.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,9.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,10.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,11.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,12.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,13.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,14.0,0.0,10.0,865.42,2379.85,818.52,4602.8,1353.26
dga.pragmaticplaylive.net,15.0,0.0,10.0,798.88,2597.01,751.53,4537.54,1281.9
dga.pragmaticplaylive.net,1.0,0.0,10.0,4.44,8.46,4.44,26.2,7.54
dga.pragmaticplaylive.net,2.0,0.0,10.0,4.5,4.64,3.42,5.77,0.64
dga.pragmaticplaylive.net,3.0,0.0,10.0,4.41,4.88,4.03,7.93,1.14
dga.pragmaticplaylive.net,4.0,0.0,10.0,15.6,18.06,14.69,39.56,7.58
dga.pragmaticplaylive.net,5.0,10.0,10.0,27.64,29.81,26.11,50.22,7.71
dga.pragmaticplaylive.net,6.0,0.0,10.0,26.02,63.32,26.02,325.45,92.3
dga.pragmaticplaylive.net,7.0,0.0,10.0,27.57,51.59,26.82,259.9,73.23
dga.pragmaticplaylive.net,8.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,9.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,10.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,11.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,12.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,13.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,14.0,0.0,10.0,80.23,28.93,21.36,80.23,18.17
dga.pragmaticplaylive.net,15.0,0.0,10.0,22.19,30.75,21.23,84.53,20.42
dga.pragmaticplaylive.net,1.0,0.0,10.0,9.33,1169.65,4.08,4141.23,1473.04
dga.pragmaticplaylive.net,2.0,0.0,10.0,4.04,1141.38,3.68,4080.81,1448.37
dga.pragmaticplaylive.net,3.0,0.0,10.0,3.83,1099.97,3.83,4013.3,1430.03
dga.pragmaticplaylive.net,4.0,0.0,10.0,16.76,1053.75,14.71,3946.02,1411.75
dga.pragmaticplaylive.net,5.0,0.0,10.0,25.97,1017.13,25.97,3878.72,1386.97
dga.pragmaticplaylive.net,6.0,0.0,10.0,25.93,1064.4,25.93,3811.27,1339.68
dga.pragmaticplaylive.net,7.0,0.0,10.0,26.41,1015.81,26.41,3744.15,1324.68
dga.pragmaticplaylive.net,8.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,9.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,10.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,11.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,12.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,13.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,14.0,0.0,10.0,21.86,1111.56,21.86,3271.22,1327.87
dga.pragmaticplaylive.net,15.0,0.0,10.0,21.48,1192.2,21.45,4205.54,1507.34
dga.pragmaticplaylive.net,1.0,0.0,10.0,14.67,8.19,4.09,23.19,6.27
dga.pragmaticplaylive.net,2.0,0.0,10.0,5.59,6.15,4.22,16.82,3.81
dga.pragmaticplaylive.net,3.0,0.0,10.0,25.92,9.21,3.87,29.03,9.68
dga.pragmaticplaylive.net,4.0,0.0,10.0,15.12,17.89,14.75,34.48,5.92
dga.pragmaticplaylive.net,5.0,0.0,10.0,26.02,30.31,25.82,57.46,9.69
dga.pragmaticplaylive.net,6.0,0.0,10.0,26.03,32.47,26.03,48.0,8.42
dga.pragmaticplaylive.net,7.0,0.0,10.0,28.18,28.06,26.33,30.78,1.36
dga.pragmaticplaylive.net,8.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,9.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,10.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,11.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,12.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,13.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,14.0,0.0,10.0,22.64,48.77,21.54,266.12,76.45
dga.pragmaticplaylive.net,15.0,0.0,10.0,21.25,41.09,21.25,162.16,43.04
dga.pragmaticplaylive.net,1.0,0.0,10.0,5.53,10.11,4.13,55.75,16.06
dga.pragmaticplaylive.net,2.0,0.0,10.0,4.27,5.05,3.48,10.04,1.98
dga.pragmaticplaylive.net,3.0,0.0,10.0,10.81,6.1,3.86,11.98,2.95
dga.pragmaticplaylive.net,4.0,0.0,10.0,15.54,15.44,14.59,16.82,0.7
dga.pragmaticplaylive.net,5.0,0.0,10.0,26.98,29.33,25.67,48.96,6.97
dga.pragmaticplaylive.net,6.0,0.0,10.0,26.36,28.14,25.75,37.43,3.41
dga.pragmaticplaylive.net,7.0,0.0,10.0,27.58,29.68,26.32,49.01,6.86
dga.pragmaticplaylive.net,8.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,9.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,10.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,11.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,12.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,13.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,14.0,0.0,10.0,23.57,24.29,21.3,40.05,5.59
dga.pragmaticplaylive.net,15.0,0.0,10.0,38.14,27.36,21.05,51.66,10.04
dga.pragmaticplaylive.net,1.0,0.0,10.0,802.46,546.34,4.19,2817.37,992.36
dga.pragmaticplaylive.net,2.0,0.0,10.0,734.73,526.18,3.76,2750.26,964.47
dga.pragmaticplaylive.net,3.0,0.0,10.0,667.41,507.54,4.61,2683.38,936.12
dga.pragmaticplaylive.net,4.0,0.0,10.0,599.79,854.14,15.24,3619.96,1316.91
dga.pragmaticplaylive.net,5.0,0.0,10.0,532.8,837.41,26.65,3557.0,1282.7
dga.pragmaticplaylive.net,6.0,0.0,10.0,464.95,809.56,26.05,3490.14,1255.42
dga.pragmaticplaylive.net,7.0,0.0,10.0,397.48,786.3,27.34,3423.03,1225.35
dga.pragmaticplaylive.net,8.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,9.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,10.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,11.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,12.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,13.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,14.0,0.0,10.0,491.23,667.16,21.55,2951.44,1011.29
dga.pragmaticplaylive.net,15.0,0.0,10.0,425.43,636.16,21.5,2884.26,985.82
dga.pragmaticplaylive.net,1.0,0.0,10.0,4.07,6.1,4.07,16.45,3.7
dga.pragmaticplaylive.net,2.0,0.0,10.0,3.76,5.06,3.75,9.34,1.69
dga.pragmaticplaylive.net,3.0,0.0,10.0,5.76,6.66,4.26,23.73,6.02
dga.pragmaticplaylive.net,4.0,0.0,10.0,16.18,15.92,14.97,16.91,0.63
dga.pragmaticplaylive.net,5.0,0.0,10.0,25.77,28.29,25.77,36.92,3.48
dga.pragmaticplaylive.net,6.0,0.0,10.0,27.06,32.67,26.4,45.07,6.39
dga.pragmaticplaylive.net,7.0,0.0,10.0,44.42,30.1,27.04,44.42,5.61
dga.pragmaticplaylive.net,8.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,9.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,10.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,11.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,12.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,13.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
dga.pragmaticplaylive.net,14.0,0.0,10.0,22.18,22.32,21.46,23.15,0.5
dga.pragmaticplaylive.net,15.0,0.0,10.0,22.13,25.13,21.48,53.52,9.98
